latitude;longitude;speed;date;;;;latitude;longitude;;
36.69922574;-4.435788482;5.634181499;Wed May 02 09:37:16 GMT+02:00 2018;;;;;;;
36.69897797;-4.43597466;5.425328732;Wed May 02 09:37:10 GMT+02:00 2018;;;;;;;
36.69881904;-4.43631606;4.850097656;Wed May 02 09:37:05 GMT+02:00 2018;;;;;;;
36.69866655;-4.436636128;3.414155483;Wed May 02 09:36:56 GMT+02:00 2018;;;;;;;
36.69866347;-4.437017985;4.975285053;Wed May 02 09:36:41 GMT+02:00 2018;;;;;;;
36.69839243;-4.437139824;4.014527321;Wed May 02 09:36:35 GMT+02:00 2018;;;;;;;
36.69810016;-4.437286989;2.691617966;Wed May 02 09:36:27 GMT+02:00 2018;;;;;;;
36.69792536;-4.437557973;3.355683327;Wed May 02 09:36:17 GMT+02:00 2018;;;;;;;
36.69766614;-4.437696872;3.870926142;Wed May 02 09:36:08 GMT+02:00 2018;;;;;;;
36.69741705;-4.437901477;2.923148632;Wed May 02 09:35:52 GMT+02:00 2018;;;;;;;
36.69742345;-4.438250076;0.364700049;Wed May 02 09:35:37 GMT+02:00 2018;;;;;;;
